1.000763,0.01034996,5.285833
1.015083,0.009983507,5.195124
1.053885,0.009743057,5.1796
1.092774,0.009325442,5.139879
1.135513,0.008984246,4.880179
1.172846,0.008636732,4.882868
1.214791,0.008243375,4.834888
1.255735,0.007935003,4.82292
1.31499,0.007451812,4.787616
1.355467,0.007218763,4.790315
1.394722,0.007003044,4.81601
1.424641,0.00691869,4.834564
1.445048,0.006803172,4.763988
1.468563,0.006623322,4.76403
1.496426,0.006546714,4.77758
1.517087,0.006430721,4.743178
1.543758,0.006296275,4.698237
1.580894,0.005999967,4.619485
1.60933,0.005777088,4.564629
1.637005,0.005531962,4.51718
1.663555,0.005394592,4.515705
1.686581,0.005262355,4.507412
1.719767,0.005044452,4.476366
1.742246,0.004891056,4.446292
1.778595,0.004692298,4.434072
1.818827,0.004424047,4.382399
1.859938,0.004258074,4.401308
1.901123,0.003898012,4.491
1.965197,0.003619482,4.579795
2.006713,0.003515373,4.638105
2.04602,0.003405361,4.36619
2.087115,0.003342596,4.41344
2.130015,0.003267553,4.136354
2.181088,0.003087585,4.187924
2.217596,0.003075817,4.041184
2.251725,0.002882243,4.180435
2.292988,0.00273806,4.018588
2.336281,0.002667487,4.085092
2.386021,0.002699487,4.122648
2.427094,0.002565569,4.162595
2.468627,0.002378927,4.259011
2.511318,0.002178202,4.450959
2.547928,0.001959393,4.414195
2.604451,0.001615804,4.375511
2.64554,0.001329339,4.291035
2.680181,0.001100543,4.32178
2.714771,0.0009296471,4.209195
2.749217,0.0008024192,4.098398
2.800582,0.0006925975,4.047963
2.834961,0.0006389266,4.014151
2.868903,0.0006256587,4.020244
2.908404,0.0006580547,4.048543
2.945929,0.0006569141,3.921913
2.98411,0.0006882201,3.871206
3.042521,0.0007866585,3.78548
3.084991,0.0009489878,3.649105
3.124383,0.001116496,3.602555
3.16496,0.001299399,3.537233
3.207721,0.00144574,3.519531
3.261676,0.001536929,3.328079
3.302239,0.00157229,3.360453
3.340074,0.001590131,3.37313
3.371238,0.001596493,3.424055
3.406558,0.001666672,3.440654
3.442984,0.001722651,3.42697
3.492846,0.001828893,3.375973
3.53013,0.002028671,3.284795
3.580923,0.002300267,3.16737
3.619927,0.002583318,3.227253
3.657938,0.002846459,3.287297
3.704656,0.003294569,3.601849
3.73624,0.003499741,3.681159
3.769617,0.003664306,3.803335
3.802731,0.003729227,3.901338
3.834179,0.003721935,4.022192
3.866031,0.003754078,4.172276
3.910024,0.003810215,4.537039
3.943479,0.003931082,4.703988
3.977203,0.004009756,4.822068
4.011278,0.00413734,5.018173
4.049218,0.004222687,5.163574
4.086092,0.004273633,5.21594
4.13517,0.00425786,5.172369
4.166157,0.0041451,5.070143
4.200154,0.00390152,4.925571
4.233226,0.003842451,4.889443
4.265718,0.003836646,4.876685
4.296122,0.003829081,5.052336
4.340436,0.003843817,5.007855
4.372997,0.00380799,4.800855
4.406784,0.003807315,4.745243
4.443412,0.003797377,4.622537
4.478349,0.003732848,4.578298
4.516187,0.003649407,4.475228
4.563057,0.003649407,4.475228
4.600531,0.003449284,4.064426
4.637323,0.003446369,3.987327
4.671552,0.003440222,3.930442
4.703895,0.003438699,3.897672
4.735887,0.003428825,3.877574
4.780807,0.00336497,3.630869
4.815217,0.003280999,3.509336
4.849618,0.003262624,3.394018
4.881239,0.003198637,3.279486
4.913523,0.003050459,3.167247
4.945799,0.002836892,3.051975
4.989548,0.002495337,2.908249
5.021984,0.002287193,2.797294
5.05234,0.002072334,2.656676
5.091601,0.002047796,2.578077
5.125091,0.00203829,2.502489
5.158526,0.002029455,2.418647
5.203373,0.001965954,2.250468
5.235593,0.001900867,2.085722
5.271257,0.00189377,1.901766
5.305491,0.001915146,1.804285
5.340731,0.001916907,1.752565
5.379116,0.00184463,1.773213
5.431392,0.001613453,1.878782
5.470078,0.001501601,1.941284
5.50419,0.001513126,2.091344
5.542047,0.001578913,2.189727
5.575456,0.001580294,2.290808
5.616287,0.001559192,2.382035
5.669071,0.001570439,2.49544
5.702192,0.001650697,2.58278
5.737227,0.001914812,2.750152
5.772268,0.002156971,2.908114
5.804264,0.00237092,3.032865
5.835534,0.002596516,3.178722
5.880278,0.00267282,3.272375
5.910868,0.002733383,3.32849
5.94495,0.002851406,3.390555
5.981072,0.003006688,3.484757
6.013626,0.003143213,3.592541
6.04464,0.003255098,3.733814
6.096438,0.003345114,3.866448
6.13423,0.00344418,3.988456
6.166024,0.003573567,4.073379
6.199992,0.003651821,4.126874
6.233491,0.003720381,4.205331
6.266391,0.003755032,4.254595
6.312173,0.003713464,4.299107
6.34318,0.00370626,4.277916
6.376133,0.003736169,4.268703
6.414477,0.003806481,4.262092
6.443739,0.003882941,4.275305
6.478852,0.003959262,4.370316
6.522304,0.003903784,4.513493
6.54935,0.00384311,4.56746
6.576105,0.003768802,4.641103
6.601504,0.003579847,4.578897
6.625727,0.003438871,4.655263
6.648945,0.003284277,4.726878
6.671653,0.003213677,4.72667
6.695035,0.003180785,4.698279
6.727922,0.003217209,4.63857
6.749315,0.003324914,4.607682
6.774244,0.003430716,4.582617
6.797623,0.00357842,4.568104
6.821583,0.0038308,4.55793
6.851718,0.004130022,4.561195
6.883933,0.004237336,4.577784
6.912605,0.004361706,4.593419
6.950482,0.004443785,4.427176
6.979681,0.004463722,4.418186
7.00622,0.004480411,4.385883
7.032293,0.004426967,4.416324
7.09858,0.004384483,4.562741
7.169651,0.004479986,4.497712
7.240248,0.004668631,4.417078
7.325251,0.004774145,4.323456
7.359562,0.004884253,4.21719
7.39193,0.005001493,4.119084
7.430019,0.005065104,4.017515
7.455908,0.005078393,3.913616
7.487092,0.005071019,3.789564
7.517948,0.005025541,3.667783
7.548555,0.004936105,3.566229
7.579751,0.004868806,3.492166
7.607793,0.004787124,3.434161
7.649272,0.004563988,3.294377
7.678455,0.004442001,3.262188
7.708256,0.004357434,3.24178
7.736909,0.004191682,3.348196
7.767527,0.004107419,3.348079
7.798127,0.00396111,3.411797
7.829298,0.003859321,3.441678
7.862748,0.003747881,3.450598
7.887448,0.003638528,3.46498
7.911061,0.003568542,3.460457
7.934759,0.003449148,3.456834
7.95917,0.003347493,3.481891
7.987724,0.003215588,3.514966
