0.21224	0.06760	0.97488	0.00000
-0.97549	-0.04462	0.21546	0.00000
0.05806	-0.99671	0.05648	0.00000
0.00000	0.00000	0.00000	1.00000

0.38201	0.09960	-0.91878	0.30000
-0.26942	0.96299	-0.00763	0.00000
0.88401	0.25045	0.39471	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000

0.27666	-0.36066	0.89072	0.00000
-0.96025	-0.13945	0.24180	0.00000
0.03700	-0.92221	-0.38491	0.00000
0.00000	0.00000	0.00000	1.00000

0.46897	0.11026	-0.87630	0.30000
-0.25026	0.96810	-0.01212	0.00000
0.84702	0.22499	0.48161	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000

0.51160	-0.31108	0.80093	0.00000
-0.85905	-0.20393	0.46951	0.00000
0.01727	-0.92825	-0.37157	0.00000
0.00000	0.00000	0.00000	1.00000

0.49933	0.15177	-0.85301	0.30000
-0.24369	0.96939	0.02983	0.00000
0.83143	0.19298	0.52103	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000

0.41371	0.16471	0.89539	0.00000
-0.90633	-0.01845	0.42216	0.00000
0.08605	-0.98617	0.14165	0.00000
0.00000	0.00000	0.00000	1.00000

0.37044	0.13762	-0.91861	0.30000
-0.22581	0.97264	0.05465	0.00000
0.90099	0.18719	0.39138	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000

New Try 

0.18109	-0.29335	0.93870	0.00000
-0.98346	-0.05098	0.17379	0.00000
-0.00313	-0.95465	-0.29773	0.00000
0.00000	0.00000	0.00000	1.00000

0.34635	-0.06008	-0.93618	0.30000
-0.56596	0.78249	-0.25961	0.00000
0.74815	0.61976	0.23701	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000

0.16874	-0.64224	0.74770	0.00000
-0.98530	-0.08945	0.14552	0.00000
-0.02657	-0.76126	-0.64790	0.00000
0.00000	0.00000	0.00000	1.00000

0.36236	-0.05322	-0.93052	0.30000
-0.56218	0.78383	-0.26375	0.00000
0.74341	0.61869	0.25411	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000

0.41065	-0.62676	0.66222	0.00000
-0.91105	-0.25276	0.32573	0.00000
-0.03677	-0.73708	-0.67480	0.00000
0.00000	0.00000	0.00000	1.00000

