0.09636	0.30092	0.94877	0.00000
-0.99411	-0.01834	0.10678	0.00000
0.04953	-0.95347	0.29739	0.00000
0.00000	0.00000	0.00000	1.00000

0.30788	-0.13088	-0.94238	0.30000
0.18093	0.98047	-0.07705	0.00000
0.93406	-0.14678	0.32555	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000

0.12649	0.27227	0.95387	0.00000
-0.91363	0.40650	0.00512	0.00000
-0.38636	-0.87214	0.30018	0.00000
0.00000	0.00000	0.00000	1.00000

0.44033	-0.12497	-0.88910	0.30000
0.19833	0.97934	-0.03943	0.00000
0.87566	-0.15898	0.45602	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000

0.33823	0.15158	0.92877	0.00000
-0.85854	0.45385	0.23859	0.00000
-0.38536	-0.87809	0.28364	0.00000
0.00000	0.00000	0.00000	1.00000

0.44502	-0.13834	-0.88477	0.30000
0.20989	0.97659	-0.04712	0.00000
0.87058	-0.16474	0.46364	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000

0.29061	0.21279	0.93288	0.00000
-0.93359	-0.15058	0.32518	0.00000
0.20967	-0.96543	0.15490	0.00000
0.00000	0.00000	0.00000	1.00000

0.22485	-0.14718	-0.96321	0.30000
0.23234	0.96811	-0.09369	0.00000
0.94629	-0.20273	0.25187	0.00000
0.00000	0.00000	0.00000	1.00000

0.99983	0.00000	0.01833	0.25000
0.00000	1.00000	0.00000	0.00000
-0.01833	0.00000	0.99983	0.00000
0.00000	0.00000	0.00000	1.00000
